0.02;0.01;0.01;19.89;71.70;17.45;27034.17;33558.33;3.94;0.87;0.00;0.00;5.87;0.76;76.00;460.00;6.42;-0.02;-2.00;0.00;0.0
0.02;0.02;0.02;19.89;83.92;18.43;27088.33;33625.83;3.77;0.78;0.00;0.00;5.85;0.59;59.00;400.00;6.41;-0.02;-2.00;0.00;1.015
0.00;0.00;0.00;19.89;70.23;17.45;26972.50;33485.00;3.77;0.77;0.00;0.00;5.82;0.65;65.00;400.00;6.41;-0.03;-3.00;40.00;2.029
0.02;0.01;0.01;19.89;59.97;16.96;26965.83;33512.50;3.91;0.78;0.00;0.00;5.83;0.78;78.00;460.00;6.39;-0.03;-3.00;40.00;3.044
0.00;0.00;0.00;20.38;75.12;17.94;27000.00;33493.33;3.82;0.85;0.00;0.00;5.79;0.66;66.00;360.00;6.39;-0.02;-2.00;0.00;4.058
0.02;0.01;0.02;19.89;83.43;18.43;27004.17;33481.66;3.93;0.92;0.00;0.00;5.83;0.66;66.00;400.00;6.38;-0.03;-3.00;40.00;5.072
0.02;0.02;0.02;20.38;65.84;16.96;27025.00;33543.33;3.90;0.00;0.00;0.00;5.83;0.62;62.00;360.00;6.37;-0.03;-3.00;40.00;6.087
0.00;0.00;0.00;20.38;60.95;17.45;27177.50;33760.83;3.75;0.75;0.00;0.00;5.79;0.66;66.00;360.00;6.36;-0.03;-3.00;0.00;7.101
0.02;0.01;0.01;20.38;80.99;18.43;27255.00;33847.50;3.95;0.24;0.00;0.00;5.79;0.67;67.00;400.00;6.35;-0.02;-2.00;0.00;8.115
0.01;0.01;0.01;20.38;82.94;17.94;27199.17;33735.83;3.93;0.93;0.00;0.00;5.79;0.61;61.00;360.00;6.35;-0.02;-2.00;40.00;9.129
0.02;0.01;0.00;20.87;61.44;17.45;27153.33;33749.16;3.79;0.81;0.00;0.00;5.76;0.68;68.00;360.00;6.34;-0.03;-3.00;0.00;10.144
0.00;0.00;0.00;20.87;62.90;17.45;27165.83;33778.33;3.83;0.85;0.00;0.00;5.79;0.79;79.00;460.00;6.33;-0.03;-3.00;0.00;11.159
0.02;0.01;0.01;20.87;84.41;18.43;27165.83;33745.00;3.90;0.01;0.00;0.00;5.71;0.61;61.00;360.00;6.32;-0.03;-3.00;0.00;12.173
0.02;0.02;0.02;20.87;80.99;18.43;27170.00;33687.50;3.82;0.23;0.00;0.00;5.73;0.69;69.00;320.00;6.32;-0.03;-2.00;40.00;13.187
0.02;0.01;0.01;20.87;60.46;17.45;27165.83;33770.00;3.90;0.14;0.00;0.00;5.72;0.66;66.00;400.00;6.30;-0.02;-2.00;0.00;14.202
0.01;0.01;0.01;21.36;64.86;17.45;27220.00;33788.33;3.93;0.93;0.00;0.00;5.75;0.61;61.00;360.00;6.31;-0.03;-3.00;40.00;15.216
0.02;0.02;0.02;21.36;83.92;18.43;27205.83;33796.66;3.93;0.44;0.00;0.00;5.73;0.63;63.00;400.00;6.29;-0.02;-2.00;0.00;16.231
0.02;0.02;0.02;20.87;80.50;17.45;27195.00;33760.00;3.79;0.36;0.00;0.00;5.74;0.59;59.00;320.00;6.29;-0.02;-2.00;0.00;17.245
0.02;0.02;0.02;21.36;60.95;17.45;27219.17;33803.33;3.95;0.56;0.00;0.00;5.67;0.60;60.00;360.00;6.27;-0.02;-2.00;0.00;18.264
0.02;0.00;0.00;21.36;64.86;17.45;27216.67;33797.50;3.78;0.79;0.00;0.00;5.72;0.62;74.00;360.00;6.27;-0.03;-3.00;40.00;19.275
0.02;0.02;0.02;21.85;84.41;17.94;27205.00;33836.66;3.95;0.17;0.00;0.00;5.72;0.59;59.00;320.00;6.25;-0.03;-3.00;40.00;20.288
0.02;0.00;0.00;21.85;80.01;17.45;27191.67;33851.66;3.79;0.80;0.00;0.00;5.72;0.71;71.00;320.00;6.25;-0.02;-2.00;0.00;21.303
0.02;0.01;0.01;21.85;59.97;17.45;27245.00;33918.33;3.93;0.94;0.00;0.00;5.66;0.65;59.00;360.00;6.25;-0.02;-2.00;0.00;22.317
0.02;0.02;0.02;21.85;67.79;17.45;27235.00;33854.16;3.75;0.70;0.00;0.00;5.70;0.59;59.00;320.00;6.24;-0.02;-2.00;0.00;23.332
0.02;0.02;0.02;21.85;85.87;18.43;27210.83;33827.50;3.95;0.05;0.00;0.00;5.66;0.68;68.00;360.00;6.23;-0.03;-3.00;40.00;24.347
0.00;0.00;0.00;22.34;77.08;17.45;27245.00;33877.50;3.91;0.89;0.00;0.00;5.68;0.68;60.00;400.00;6.22;-0.02;-2.00;0.00;25.361
0.02;0.02;0.02;22.34;60.95;17.45;27282.50;33912.50;3.87;0.06;0.00;0.00;5.65;0.61;61.00;360.00;6.22;-0.02;-2.00;0.00;26.376
0.00;0.00;0.01;22.34;72.19;17.94;27319.17;33968.33;3.76;0.63;0.00;0.00;5.68;0.60;60.00;360.00;6.20;-0.03;-3.00;40.00;27.389
0.00;0.00;0.00;22.34;85.87;18.43;27360.00;34026.66;3.81;0.84;0.00;0.00;5.67;0.74;74.00;420.00;6.21;-0.02;-2.00;0.00;28.404
0.02;0.00;0.00;22.83;72.19;16.96;27289.17;33975.00;3.82;0.21;0.00;0.00;5.66;0.66;66.00;360.00;6.19;-0.02;-2.00;40.00;29.418
0.00;0.00;0.00;22.83;61.44;17.45;27325.00;33960.83;3.92;0.94;0.00;0.00;5.65;0.60;60.00;420.00;6.19;-0.02;-2.00;40.00;30.433
0.02;0.01;0.01;22.83;77.57;17.94;27333.33;33971.66;3.93;0.94;0.00;0.00;5.64;0.61;61.00;320.00;6.17;-0.03;-3.00;40.00;31.447
0.00;0.00;0.00;22.83;84.90;18.43;27366.67;33997.50;3.92;0.92;0.00;0.00;5.63;0.60;60.00;320.00;6.17;-0.02;-3.00;0.00;32.462
0.03;0.02;0.02;22.83;66.81;17.94;27328.33;34025.00;3.95;0.01;0.00;0.00;5.64;0.75;75.00;320.00;6.16;-0.03;-3.00;40.00;33.476
0.02;0.02;0.02;22.83;62.90;17.45;27346.67;34066.66;3.95;0.81;0.00;0.00;5.57;0.62;62.00;360.00;6.16;-0.03;-3.00;40.00;34.49
0.00;0.00;0.00;23.31;82.45;17.94;27371.67;34067.50;3.79;0.80;0.00;0.00;5.61;0.60;60.00;320.00;6.14;-0.03;-3.00;40.00;35.505
