0.03;0.02;0.02;57.53;20.87;20.38;702.50;640.83;0.68;-0.03;-3.00;0.00;3.89;-0.01;-1.00;0.00;3.91;-0.02;-2.00;0.00;0.0
0.03;0.02;0.02;57.53;20.87;20.38;702.50;640.00;0.68;-0.03;-3.00;0.00;3.89;-0.02;-2.00;0.00;3.90;-0.01;-1.00;0.00;1.015
0.03;0.02;0.02;57.53;20.87;20.38;702.50;640.00;0.68;-0.03;-2.00;0.00;3.89;-0.02;-2.00;0.00;3.91;-0.02;-2.00;0.00;2.03
0.03;0.02;0.02;57.53;20.87;20.38;703.33;640.00;0.68;-0.04;-4.00;0.00;3.89;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;3.045
0.03;0.02;0.02;57.53;20.87;20.38;702.50;640.00;0.68;-0.01;-1.00;0.00;3.89;-0.01;-1.00;0.00;3.91;-0.02;-2.00;0.00;4.06
0.03;0.02;0.02;57.53;20.87;20.38;702.50;640.00;0.68;-0.02;-2.00;0.00;3.89;-0.02;-2.00;0.00;3.91;-0.02;-2.00;0.00;5.075
0.03;0.02;0.02;57.53;20.87;20.38;703.33;640.00;0.68;-0.03;-3.00;0.00;3.89;-0.01;-1.00;0.00;3.91;-0.01;-1.00;0.00;6.09
0.03;0.02;0.02;57.53;20.87;20.38;703.33;640.00;0.68;-0.03;-3.00;0.00;3.90;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;7.105
0.03;0.02;0.02;57.53;20.87;20.38;703.33;640.00;0.68;-0.03;-3.00;0.00;3.89;-0.01;-1.00;0.00;3.90;-0.02;-2.00;0.00;8.119
0.03;0.02;0.02;57.53;20.87;20.38;703.33;640.83;0.68;-0.03;-3.00;0.00;3.89;-0.03;-3.00;0.00;3.91;-0.02;-2.00;0.00;9.134
0.03;0.02;0.02;57.53;20.87;20.38;701.67;640.00;0.68;-0.03;-3.00;0.00;3.89;-0.02;-2.00;0.00;3.89;-0.02;-2.00;0.00;10.149
0.03;0.02;0.02;57.53;20.87;20.38;703.33;640.83;0.68;-0.03;-3.00;0.00;3.89;-0.03;-3.00;0.00;3.92;-0.02;-1.00;0.00;11.164
0.03;0.02;0.02;57.53;20.87;20.38;702.50;640.83;0.68;-0.03;-3.00;0.00;3.89;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;12.179
0.03;0.02;0.02;57.53;20.87;20.38;704.17;641.67;0.68;-0.02;-2.00;0.00;3.89;-0.02;-2.00;0.00;3.91;-0.03;-3.00;0.00;13.194
0.03;0.02;0.02;57.53;20.87;20.38;703.33;641.67;0.68;-0.03;-3.00;0.00;3.90;-0.02;-3.00;0.00;3.91;-0.01;-1.00;0.00;14.208
