0.01;0.01;0.01;20.87;19.89;19.89;370.83;350.83;0.71;-0.02;-2.00;0.00;2.65;-0.02;-2.00;0.00;3.93;-0.02;-2.00;0.00;0.035
0.02;0.01;0.01;20.38;19.89;19.89;370.83;350.83;0.71;-0.02;-2.00;0.00;2.65;-0.02;-2.00;0.00;3.93;-0.02;-2.00;0.00;1.05
0.02;0.01;0.01;20.38;19.89;19.89;370.83;350.83;0.71;-0.02;-3.00;0.00;2.65;-0.03;-3.00;0.00;3.93;-0.03;-3.00;0.00;2.064
0.02;0.01;0.01;20.38;19.89;19.89;370.83;350.83;0.71;-0.02;-2.00;0.00;2.65;-0.03;-3.00;0.00;3.93;-0.03;-2.00;0.00;3.079
0.04;0.01;0.01;20.38;19.89;19.89;384.17;362.50;0.71;-0.03;-3.00;0.00;2.68;-0.02;-2.00;0.00;3.95;-0.03;-3.00;0.00;4.093
0.04;0.01;0.01;20.38;19.89;19.89;422.50;400.83;0.71;-0.02;-2.00;0.00;2.73;-0.03;-3.00;0.00;3.99;-0.03;-3.00;0.00;5.108
0.04;0.01;0.01;20.38;19.89;19.89;461.67;442.50;0.71;-0.02;-2.00;0.00;2.78;-0.02;-2.00;0.00;4.01;-0.03;-3.00;0.00;6.122
0.03;0.01;0.01;20.38;19.89;19.89;510.83;485.00;0.71;-0.02;-2.00;0.00;2.87;-0.03;-3.00;0.00;4.06;-0.03;-3.00;0.00;7.136
0.03;0.01;0.01;20.38;19.89;19.89;554.17;559.17;0.71;-0.02;-2.00;0.00;2.99;-0.02;-2.00;0.00;4.19;-0.03;-3.00;0.00;8.151
0.03;0.01;0.01;20.38;19.89;19.89;629.17;610.00;0.71;-0.03;-3.00;0.00;3.01;-0.03;-3.00;0.00;4.18;-0.04;-4.00;40.00;9.165
0.03;0.01;0.01;20.38;19.89;19.89;400.00;386.67;0.71;-0.03;-3.00;0.00;2.77;-0.03;-3.00;0.00;3.97;-0.03;-3.00;0.00;10.18
0.05;0.01;0.01;20.38;19.89;19.89;412.50;393.33;0.71;-0.03;-3.00;0.00;2.78;-0.02;-2.00;0.00;3.98;-0.03;-3.00;0.00;11.194
0.02;0.01;0.01;20.87;19.89;19.89;411.67;410.00;0.71;-0.03;-3.00;0.00;2.77;-0.03;-2.00;0.00;3.99;-0.03;-3.00;0.00;12.209
0.02;0.01;0.01;20.38;19.89;19.89;412.50;411.67;0.71;-0.03;-3.00;0.00;2.76;-0.02;-2.00;0.00;3.99;-0.03;-3.00;0.00;13.223
0.02;0.01;0.01;20.38;19.89;19.89;412.50;411.67;0.71;-0.04;-4.00;0.00;2.77;-0.03;-3.00;0.00;3.99;-0.02;-2.00;0.00;14.238
0.02;0.01;0.01;20.38;19.89;19.89;412.50;411.67;0.71;-0.01;-1.00;0.00;2.77;-0.03;-3.00;0.00;3.99;-0.03;-3.00;0.00;15.252
0.02;0.01;0.01;20.38;19.89;19.89;412.50;411.67;0.71;-0.03;-3.00;0.00;2.77;-0.02;-2.00;0.00;3.99;-0.03;-3.00;0.00;16.266
0.02;0.01;0.01;20.38;19.89;19.89;412.50;411.67;0.71;-0.03;-3.00;0.00;2.77;-0.03;-3.00;0.00;3.99;-0.03;-3.00;0.00;17.281
0.02;0.01;0.01;20.38;19.89;19.89;412.50;411.67;0.71;-0.03;-3.00;0.00;2.77;-0.03;-3.00;0.00;3.99;-0.03;-3.00;0.00;18.295
0.02;0.01;0.01;20.38;19.89;19.89;412.50;411.67;0.71;-0.01;-1.00;0.00;2.77;-0.02;-2.00;0.00;3.99;-0.02;-2.00;0.00;19.31
