0.00;0.00;0.00;48.24;92.72;18.43;300.00;186.67;3.75;-0.01;0.00;0.00;0.82;-0.03;-3.00;0.00;1.20;-0.03;-3.00;0.00;0.0
0.00;0.00;0.00;47.75;77.08;17.94;298.33;188.33;3.74;-0.03;0.00;0.00;0.81;-0.03;-3.00;0.00;1.47;-0.03;-3.00;0.00;1.014
0.00;0.00;0.00;47.75;98.09;18.43;300.83;186.67;3.75;-0.03;0.00;0.00;0.81;-0.03;-2.00;0.00;1.23;-0.03;-3.00;0.00;2.029
0.00;0.00;0.00;47.75;98.58;18.91;300.83;186.67;3.75;0.01;0.00;0.00;0.82;-0.03;-3.00;0.00;1.46;-0.04;-4.00;0.00;3.043
0.00;0.00;0.00;47.75;76.59;17.94;297.50;187.50;3.74;-0.01;0.00;0.00;0.82;-0.03;-3.00;0.00;1.29;-0.03;-3.00;0.00;4.057
0.00;0.00;0.00;47.75;86.36;18.43;297.50;187.50;3.75;0.01;0.00;0.00;0.81;-0.03;-3.00;0.00;1.51;-0.04;-4.00;0.00;5.071
0.00;0.00;0.00;47.75;101.52;17.94;300.00;187.50;3.75;-0.03;0.00;0.00;0.83;-0.03;-3.00;0.00;1.24;-0.03;-3.00;0.00;6.085
0.00;0.00;0.00;47.75;79.52;17.94;301.67;186.67;3.75;-0.01;0.00;0.00;0.82;-0.02;-2.00;0.00;1.53;-0.03;-3.00;0.00;7.099
0.00;0.00;0.00;47.75;79.52;17.94;300.00;186.67;3.75;-0.01;0.00;0.00;0.82;-0.03;-3.00;0.00;1.27;-0.04;-4.00;0.00;8.113
0.00;0.00;0.00;47.75;102.00;17.45;297.50;187.50;3.75;0.00;0.00;0.00;0.82;-0.02;-2.00;0.00;1.53;-0.04;-4.00;0.00;9.127
0.00;0.00;0.00;47.75;91.74;18.43;297.50;187.50;3.75;-0.05;0.00;0.00;0.83;-0.03;-3.00;0.00;1.30;-0.03;-3.00;0.00;10.142
0.00;0.00;0.00;47.75;77.08;18.43;300.83;187.50;3.75;-0.01;0.00;0.00;0.82;-0.03;-3.00;0.00;1.53;-0.03;-3.00;0.00;11.156
0.00;0.00;0.00;47.75;97.12;18.43;301.67;185.83;3.75;-0.03;0.00;0.00;0.82;-0.03;-3.00;0.00;1.33;-0.04;-4.00;0.00;12.17
0.00;0.00;0.00;47.75;98.58;18.91;299.17;185.83;3.75;-0.02;0.00;0.00;0.82;-0.02;-2.00;0.00;1.52;-0.03;-3.00;0.00;13.185
0.00;0.00;0.00;47.75;76.10;17.94;296.67;186.67;3.75;0.01;0.00;0.00;0.82;-0.03;-3.00;0.00;1.37;-0.04;-4.00;0.00;14.199
0.00;0.00;0.00;47.75;82.94;18.91;298.33;187.50;3.75;-0.03;0.00;0.00;0.82;-0.03;-3.00;0.00;1.52;-0.03;-3.00;0.00;15.213
0.00;0.00;0.00;47.75;102.00;17.94;300.83;187.50;3.75;-0.03;0.00;0.00;0.83;-0.03;-3.00;0.00;1.31;-0.03;-3.00;0.00;16.227
0.00;0.00;0.00;47.75;82.94;17.94;300.00;185.83;3.75;-0.03;0.00;0.00;0.83;-0.03;-3.00;0.00;1.61;-0.03;-3.00;0.00;17.241
0.00;0.00;0.00;47.75;78.54;18.43;297.50;185.83;3.75;0.00;0.00;0.00;0.82;-0.03;-2.00;0.00;1.33;-0.04;-4.00;0.00;18.255
