0.02;0.01;0.01;21.36;20.87;20.87;631.67;626.67;0.68;-0.03;-3.00;0.00;3.89;-0.02;-2.00;0.00;3.90;-0.03;-3.00;0.00;0.036
0.03;0.01;0.02;21.36;20.87;20.87;634.17;629.17;0.68;-0.03;-3.00;0.00;3.88;-0.02;-2.00;0.00;3.91;-0.02;-2.00;0.00;1.051
0.02;0.01;0.02;21.36;20.87;20.87;635.83;631.67;0.68;-0.03;-2.00;0.00;3.89;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;2.066
0.02;0.02;0.02;21.36;20.87;20.38;637.50;634.17;0.68;-0.02;-2.00;0.00;3.89;-0.02;-2.00;0.00;3.91;-0.02;-2.00;0.00;3.08
0.02;0.01;0.02;21.36;20.87;20.87;640.00;636.67;0.68;-0.02;-2.00;0.00;3.90;-0.01;-1.00;0.00;3.91;-0.01;-1.00;0.00;4.095
0.02;0.02;0.02;21.36;20.87;20.87;643.33;640.00;0.68;-0.02;-2.00;0.00;3.89;-0.02;-2.00;0.00;3.91;-0.02;-2.00;0.00;5.108
0.02;0.01;0.02;20.87;20.87;20.87;645.00;641.67;0.68;-0.03;-2.00;0.00;3.89;-0.01;-1.00;0.00;3.90;-0.02;-2.00;0.00;6.124
0.03;0.01;0.02;21.36;20.87;20.87;646.67;644.17;0.68;-0.03;-3.00;0.00;3.89;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;7.138
0.02;0.01;0.02;21.36;20.87;20.87;649.17;645.83;0.68;-0.02;-2.00;0.00;3.89;-0.01;-1.00;0.00;3.91;-0.01;-1.00;0.00;8.153
0.03;0.01;0.02;21.36;20.87;20.87;651.67;648.33;0.68;-0.02;-2.00;0.00;3.89;-0.01;-1.00;0.00;3.91;-0.01;-1.00;0.00;9.167
0.02;0.02;0.02;21.36;20.87;20.38;654.17;650.00;0.68;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;3.91;-0.02;-2.00;0.00;10.181
0.02;0.02;0.02;21.36;20.87;20.87;656.67;653.33;0.68;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;11.196
0.02;0.01;0.01;21.36;20.87;20.87;659.17;655.83;0.68;-0.03;-3.00;0.00;3.90;-0.02;-2.00;0.00;3.92;-0.02;-2.00;0.00;12.211
0.03;0.01;0.02;21.36;20.87;20.87;660.83;658.33;0.68;-0.01;-1.00;0.00;3.90;-0.01;-1.00;0.00;3.91;-0.02;-2.00;0.00;13.225
0.02;0.02;0.02;21.36;20.87;20.87;664.17;660.83;0.68;-0.03;-3.00;0.00;3.89;-0.02;-2.00;0.00;3.92;-0.02;-2.00;0.00;14.239
0.02;0.02;0.02;21.36;20.87;20.87;665.83;662.50;0.68;-0.03;-3.00;0.00;3.90;-0.02;-2.00;0.00;3.91;-0.02;-2.00;0.00;15.254
0.03;0.02;0.02;21.36;20.87;20.87;667.50;665.83;0.68;-0.02;-2.00;0.00;3.90;-0.02;-2.00;0.00;3.92;-0.02;-2.00;0.00;16.268
0.02;0.02;0.02;21.36;20.87;20.87;670.00;667.50;0.68;-0.03;-3.00;0.00;3.91;-0.02;-2.00;0.00;3.92;-0.02;-2.00;0.00;17.283
0.03;0.02;0.02;21.36;20.87;20.87;673.33;670.00;0.68;-0.02;-2.00;0.00;3.91;-0.01;-1.00;0.00;3.91;-0.02;-2.00;0.00;18.298
0.03;0.02;0.01;21.36;20.87;20.87;675.00;671.67;0.68;-0.02;-2.00;0.00;3.91;-0.02;-2.00;0.00;3.92;-0.03;-3.00;0.00;19.312
0.03;0.01;0.02;21.36;20.87;20.87;678.33;674.17;0.68;-0.02;-2.00;0.00;3.90;-0.02;-1.00;0.00;3.91;-0.01;-1.00;0.00;20.327
